Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
2011-04-11,2011-05-15,DE,P1435,Desc_P1435,VO,COC66855,367.8620489801717,EUR,9,R4
2010-03-09,2010-03-28,FR,P7260,Desc_P7260,VO,COC53919,308.76806129931197,USD,9,R4
2011-08-29,2011-08-30,IT,P4308,Desc_P4308,VO,COC75001,389.6357153135834,USD,9,R5
2009-01-23,2009-02-08,RU,P7047,Desc_P7047,VO,COC28431,53.264391730328626,USD,9,R3
2009-04-04,2009-04-05,DE,P8577,Desc_P8577,VO,COC23524,207.9109473542849,EUR,2,R3
2009-09-26,2009-11-18,FR,P1394,Desc_P1394,VO,COC29905,389.85273933089866,USD,9,R5
2010-07-08,2010-08-03,DE,P6544,Desc_P6544,VO,COC12541,319.38562076196797,USD,1,R3
2011-01-15,2011-02-25,FR,P7894,Desc_P7894,VO,COC20591,190.27999985718608,USD,2,R2
2011-09-13,2011-10-30,DE,P5600,Desc_P5600,VO,COC50080,388.5942987016556,EUR,5,R5
2009-05-27,2009-07-05,RU,P9119,Desc_P9119,VO,COC99820,54.315880789647906,EUR,10,R2
2010-01-02,2010-01-06,RU,P4870,Desc_P4870,VO,COC38106,155.64743132182184,USD,2,R4
2011-05-06,2011-05-17,IT,P1866,Desc_P1866,VO,COC20241,174.865225206078,EUR,10,R2
2009-07-31,2009-09-29,ES,P1306,Desc_P1306,VO,COC12822,311.4827883937532,EUR,10,R1
2011-07-30,2011-08-23,IT,P3274,Desc_P3274,VO,COC89511,422.34993182596145,USD,6,R1
2010-07-13,2010-08-16,ES,P8741,Desc_P8741,VO,COC59757,96.55884614390794,USD,10,R4
2010-09-18,2010-10-05,IT,P8670,Desc_P8670,VO,COC60939,321.47188230700584,EUR,9,R3
2010-03-11,2010-03-15,RU,P3971,Desc_P3971,VO,COC65792,178.4043304630941,USD,3,R5
2011-07-20,2011-08-22,IT,P5276,Desc_P5276,VO,COC70353,118.43438479744724,USD,7,R1
2011-08-05,2011-08-30,ES,P4053,Desc_P4053,VO,COC21766,127.01300100930872,EUR,3,R3
2011-04-18,2011-05-06,FR,P9798,Desc_P9798,VO,COC76420,433.66051028126924,EUR,8,R4
2011-01-05,2011-01-26,ES,P9763,Desc_P9763,VO,COC20840,319.9083337175757,EUR,1,R3
2009-09-15,2009-10-27,RU,P7824,Desc_P7824,VO,COC25997,307.0099036633522,EUR,6,R2
2011-07-02,2011-07-22,IT,P8579,Desc_P8579,VO,COC98152,189.39255807640734,USD,8,R1
2011-05-18,2011-05-19,FR,P9611,Desc_P9611,VO,COC57221,106.9475384174487,EUR,4,R1
2009-01-13,2009-01-18,RU,P4090,Desc_P4090,VO,COC71320,278.39062114514593,USD,5,R3
2011-12-17,2012-01-06,ES,P2871,Desc_P2871,VO,COC23569,498.50787969619205,EUR,6,R3
2010-03-07,2010-04-10,DE,P1587,Desc_P1587,VO,COC31288,153.0335783922043,USD,10,R4
2010-04-24,2010-05-18,IT,P4425,Desc_P4425,VO,COC92008,82.77857484596328,EUR,9,R3
2011-07-29,2011-08-02,IT,P1984,Desc_P1984,VO,COC54982,80.95393577983866,USD,10,R4
2011-12-22,2011-12-31,ES,P8016,Desc_P8016,VO,COC59452,70.92216477591253,EUR,5,R5
2009-06-30,2009-07-29,RU,P2224,Desc_P2224,VO,COC34399,499.660662406749,USD,7,R1
2010-04-02,2010-04-29,IT,P2245,Desc_P2245,VO,COC96409,271.8183464114974,USD,2,R2
2010-12-03,2010-12-27,ES,P1366,Desc_P1366,VO,COC28235,129.8402951615587,EUR,8,R5
2009-12-01,2010-01-29,IT,P3413,Desc_P3413,VO,COC31446,72.42105839891755,USD,3,R2
2010-04-24,2010-05-15,DE,P3336,Desc_P3336,VO,COC94599,209.4561651437295,USD,10,R1
2011-05-05,2011-06-16,IT,P2484,Desc_P2484,VO,COC86383,173.7865349901264,USD,3,R5
2009-07-21,2009-08-27,DE,P8279,Desc_P8279,VO,COC25563,457.3633412952904,EUR,2,R4
2011-10-31,2011-11-14,RU,P8234,Desc_P8234,VO,COC48421,275.68049511441563,EUR,2,R2
2009-11-10,2010-01-07,DE,P4874,Desc_P4874,VO,COC95009,362.26127517247306,EUR,4,R1
2011-02-18,2011-03-19,RU,P1339,Desc_P1339,VO,COC23953,217.31332309681633,USD,4,R5
2009-08-20,2009-09-08,IT,P5876,Desc_P5876,VO,COC48174,466.0442258139896,USD,6,R5
2010-05-05,2010-06-21,DE,P2424,Desc_P2424,VO,COC92852,294.3166484277155,EUR,4,R3
2009-10-30,2009-11-27,ES,P8407,Desc_P8407,VO,COC80690,406.8821752312724,EUR,8,R2
2010-12-15,2011-01-05,IT,P1438,Desc_P1438,VO,COC87132,383.3962791568839,EUR,3,R1
2010-06-09,2010-08-02,DE,P7774,Desc_P7774,VO,COC76606,180.72610417356162,EUR,7,R3
2011-02-13,2011-03-22,DE,P7990,Desc_P7990,VO,COC31730,466.7206762353213,EUR,6,R3
2010-08-25,2010-08-28,ES,P8998,Desc_P8998,VO,COC52563,206.8964868744104,EUR,10,R2
2010-08-14,2010-08-17,RU,P1800,Desc_P1800,VO,COC58476,467.29686930188984,EUR,5,R3
2009-05-27,2009-06-03,ES,P8589,Desc_P8589,VO,COC62244,392.0691342273878,EUR,3,R4
2009-07-04,2009-07-16,DE,P3119,Desc_P3119,VO,COC29532,113.93197525203135,EUR,7,R1
2011-06-22,2011-07-03,ES,P1868,Desc_P1868,VO,COC94460,286.92645093812246,USD,10,R1
2011-10-19,2011-11-08,DE,P9534,Desc_P9534,VO,COC40071,322.21396968104773,EUR,10,R3
2010-04-29,2010-05-03,FR,P6295,Desc_P6295,VO,COC16337,292.27854416529726,EUR,1,R2
2011-05-01,2011-05-08,FR,P5916,Desc_P5916,VO,COC26139,228.81404926695805,USD,3,R2
2010-08-13,2010-08-24,ES,P6812,Desc_P6812,VO,COC13319,349.5167902621766,EUR,5,R1
2010-07-10,2010-07-27,IT,P1736,Desc_P1736,VO,COC71924,75.19418575618556,USD,5,R5
2011-04-26,2011-05-28,DE,P9327,Desc_P9327,VO,COC69686,263.94256145353654,USD,9,R4
2011-07-24,2011-08-22,IT,P2637,Desc_P2637,VO,COC95613,240.9951587980021,USD,9,R5
2009-06-01,2009-06-16,RU,P3770,Desc_P3770,VO,COC79109,297.2347454748233,USD,2,R5
2009-01-08,2009-02-20,IT,P1092,Desc_P1092,VO,COC10529,343.8193272238262,USD,9,R3
2011-07-16,2011-07-23,FR,P7360,Desc_P7360,VO,COC15606,288.31416213961666,EUR,1,R1
2011-04-13,2011-05-27,RU,P8240,Desc_P8240,VO,COC14382,252.0100934223253,EUR,1,R4
2011-08-16,2011-09-25,IT,P7879,Desc_P7879,VO,COC87400,430.89305733139594,USD,7,R4
2009-08-06,2009-09-24,DE,P5170,Desc_P5170,VO,COC56388,184.94484736167382,USD,8,R2
2009-06-19,2009-07-01,FR,P1288,Desc_P1288,VO,COC29539,294.59868868962957,USD,7,R5
2009-10-28,2009-11-09,IT,P9105,Desc_P9105,VO,COC19690,167.05533961811562,EUR,8,R4
2010-05-21,2010-07-02,FR,P9698,Desc_P9698,VO,COC66421,95.0431679834735,USD,6,R3
2010-07-12,2010-08-27,RU,P8729,Desc_P8729,VO,COC95406,463.3427032439133,EUR,7,R4
2011-11-02,2011-12-01,FR,P1103,Desc_P1103,VO,COC30378,394.5526180875691,USD,6,R1
2010-12-04,2010-12-30,IT,P2765,Desc_P2765,VO,COC76462,159.24763692170336,EUR,3,R4
2010-06-17,2010-07-26,ES,P8002,Desc_P8002,VO,COC30578,359.9070481387823,USD,2,R2
2009-08-15,2009-08-28,RU,P1231,Desc_P1231,VO,COC55663,449.05565257407517,EUR,3,R1
2010-07-16,2010-08-04,ES,P7886,Desc_P7886,VO,COC83111,411.7547049614221,USD,9,R2
2009-03-20,2009-04-27,IT,P5811,Desc_P5811,VO,COC95542,274.1861599139145,EUR,4,R3
2011-03-17,2011-04-23,ES,P9651,Desc_P9651,VO,COC92023,216.16475121507045,EUR,4,R5
2010-05-23,2010-06-30,RU,P8254,Desc_P8254,VO,COC63062,69.67054364566334,EUR,2,R5
2009-04-07,2009-05-02,DE,P6422,Desc_P6422,VO,COC90018,67.8675260525729,USD,9,R2
2011-11-05,2011-11-25,DE,P7919,Desc_P7919,VO,COC92912,398.46376946818646,USD,4,R2
2010-12-05,2010-12-11,DE,P7077,Desc_P7077,VO,COC80019,439.23013651746874,USD,5,R3
2010-02-06,2010-03-19,ES,P1541,Desc_P1541,VO,COC56355,435.14831835948615,EUR,10,R3
2011-04-04,2011-05-25,FR,P8324,Desc_P8324,VO,COC16451,391.23119810607704,EUR,8,R3
2009-09-22,2009-09-28,DE,P3714,Desc_P3714,VO,COC77425,401.4867689831551,EUR,6,R3
2011-07-31,2011-08-29,ES,P8281,Desc_P8281,VO,COC60902,362.91870877359094,USD,1,R1
2009-10-30,2009-11-06,IT,P3162,Desc_P3162,VO,COC26498,395.70662128270646,EUR,8,R3
2009-07-10,2009-08-08,IT,P3036,Desc_P3036,VO,COC48529,353.7810035215306,USD,10,R3
2010-06-19,2010-07-27,IT,P4948,Desc_P4948,VO,COC85429,491.22373687351626,EUR,3,R3
2011-06-20,2011-06-28,IT,P1989,Desc_P1989,VO,COC51461,343.5973170645403,EUR,9,R4
2009-08-06,2009-08-14,IT,P7519,Desc_P7519,VO,COC17257,338.9571139946406,USD,7,R4
2010-10-02,2010-11-13,RU,P4905,Desc_P4905,VO,COC52220,227.14856040650096,USD,6,R3
2009-04-17,2009-06-04,DE,P5122,Desc_P5122,VO,COC58843,454.43719675705364,USD,4,R3
2009-07-18,2009-08-13,ES,P5657,Desc_P5657,VO,COC19379,248.24183070926998,EUR,5,R3
2009-07-18,2009-08-15,ES,P7222,Desc_P7222,VO,COC16606,333.90878859405194,USD,9,R1
2009-05-04,2009-06-30,FR,P4234,Desc_P4234,VO,COC78681,282.38341367106744,USD,9,R4
2010-04-28,2010-06-20,DE,P1413,Desc_P1413,VO,COC94819,109.8140595163096,EUR,4,R4
2011-02-11,2011-02-23,IT,P8811,Desc_P8811,VO,COC70429,251.22812521234684,EUR,5,R2
2010-12-04,2011-01-24,FR,P5522,Desc_P5522,VO,COC92971,396.04532389315415,USD,4,R5
2009-09-26,2009-10-05,ES,P5461,Desc_P5461,VO,COC40639,443.19439025971957,EUR,8,R2
2011-09-30,2011-10-27,RU,P8747,Desc_P8747,VO,COC47310,366.47820833267826,EUR,8,R3
2010-06-04,2010-06-16,IT,P6318,Desc_P6318,VO,COC69389,365.3847152808931,USD,5,R1
2010-08-12,2010-09-04,IT,P9912,Desc_P9912,VO,COC28082,395.88736399324875,EUR,6,R2
2010-04-28,2010-05-26,ES,P7496,Desc_P7496,VO,COC65745,312.4287735309794,USD,2,R4
2009-09-26,2009-10-14,ES,P4874,Desc_P4874,VO,COC90407,477.9555130056182,USD,3,R2
2010-11-17,2010-12-31,DE,P5008,Desc_P5008,VO,COC82841,176.67945786022688,USD,10,R5
2010-04-16,2010-04-25,FR,P1775,Desc_P1775,VO,COC77836,406.9315629610879,USD,7,R3
2010-12-28,2011-01-08,DE,P7132,Desc_P7132,VO,COC17870,359.6543023638314,USD,10,R4
2011-04-05,2011-04-14,RU,P8355,Desc_P8355,VO,COC49446,319.9667793053093,USD,4,R5
2010-06-11,2010-07-07,ES,P7503,Desc_P7503,VO,COC26272,405.04433274918995,USD,4,R5
2009-02-02,2009-02-13,RU,P1806,Desc_P1806,VO,COC39814,150.26293507727996,EUR,4,R4
2009-08-09,2009-08-14,ES,P7542,Desc_P7542,VO,COC25924,486.4745701377684,USD,3,R2
2009-11-07,2009-12-14,IT,P5439,Desc_P5439,VO,COC61320,149.05847774396645,EUR,5,R5
2009-04-08,2009-04-13,ES,P2439,Desc_P2439,VO,COC24028,149.67499315170278,EUR,1,R4
2011-10-19,2011-10-31,ES,P8199,Desc_P8199,VO,COC50055,60.48542891470859,EUR,3,R5
2010-06-16,2010-07-17,DE,P2382,Desc_P2382,VO,COC60212,301.4073187725681,EUR,6,R2
2010-01-26,2010-02-13,ES,P7799,Desc_P7799,VO,COC50909,198.727626617006,EUR,10,R3
2011-12-05,2012-02-02,FR,P2131,Desc_P2131,VO,COC76464,224.39122157717844,EUR,1,R2
2009-03-15,2009-04-22,RU,P2057,Desc_P2057,VO,COC25407,55.13937737582468,EUR,8,R2
2011-07-30,2011-08-07,DE,P6954,Desc_P6954,VO,COC35096,349.68868382048635,USD,1,R4
2010-02-07,2010-03-07,DE,P7266,Desc_P7266,VO,COC87400,413.8695829336718,USD,2,R3
2010-05-18,2010-07-08,ES,P3239,Desc_P3239,VO,COC77321,91.78527507037813,USD,3,R4
2010-08-24,2010-09-18,ES,P7892,Desc_P7892,VO,COC18271,152.43968968974497,EUR,8,R5
2011-01-01,2011-02-13,ES,P6804,Desc_P6804,VO,COC30002,366.2758781138152,USD,5,R1
2010-02-06,2010-03-01,DE,P8793,Desc_P8793,VO,COC66957,457.55758555727596,EUR,9,R2
2009-05-06,2009-06-22,ES,P1191,Desc_P1191,VO,COC67058,296.75110100689756,EUR,10,R3
2010-06-13,2010-08-01,IT,P4731,Desc_P4731,VO,COC48374,485.68014927165564,USD,9,R2
2010-08-04,2010-09-07,IT,P8314,Desc_P8314,VO,COC16179,110.22524712356537,USD,4,R5
2010-06-10,2010-07-27,FR,P4980,Desc_P4980,VO,COC42206,367.0476523684166,USD,3,R2
2010-08-10,2010-09-25,IT,P5315,Desc_P5315,VO,COC23524,281.53992456084865,USD,6,R5
2010-08-23,2010-09-10,DE,P7837,Desc_P7837,VO,COC55509,221.6655128461925,EUR,9,R5
2009-08-06,2009-09-11,ES,P6338,Desc_P6338,VO,COC55046,65.33963328346124,EUR,7,R5
2010-02-14,2010-04-15,ES,P3991,Desc_P3991,VO,COC38562,397.7616171697657,EUR,8,R5
2011-05-04,2011-05-26,FR,P2705,Desc_P2705,VO,COC95066,303.4869436964982,USD,10,R1
2011-10-07,2011-11-10,RU,P6033,Desc_P6033,VO,COC83577,478.1303266870042,USD,4,R3
2011-04-24,2011-05-08,ES,P1395,Desc_P1395,VO,COC53803,359.415887516479,EUR,2,R3
2011-11-19,2011-12-04,FR,P9983,Desc_P9983,VO,COC86714,176.9559833493738,EUR,9,R1
2010-11-06,2010-12-05,IT,P2188,Desc_P2188,VO,COC75618,69.29467827317188,EUR,3,R5
2010-04-08,2010-04-10,IT,P2851,Desc_P2851,VO,COC28943,245.20469924988535,EUR,6,R2
2010-05-04,2010-05-25,IT,P6280,Desc_P6280,VO,COC23601,477.60915358258165,USD,6,R1
2010-12-06,2010-12-17,DE,P2837,Desc_P2837,VO,COC41759,221.49538537146313,EUR,10,R1
2009-07-06,2009-07-21,IT,P4015,Desc_P4015,VO,COC14374,247.55281860231221,EUR,9,R2
2010-02-08,2010-03-08,FR,P8254,Desc_P8254,VO,COC53715,263.1758230228636,EUR,3,R2
2011-03-14,2011-04-05,ES,P1872,Desc_P1872,VO,COC44574,482.52545129472855,USD,5,R2
2010-10-31,2010-12-15,IT,P1247,Desc_P1247,VO,COC43900,185.79727223644764,USD,6,R2
2009-03-02,2009-04-08,ES,P2095,Desc_P2095,VO,COC30402,193.5432723241554,EUR,4,R5
2010-03-19,2010-04-08,DE,P7910,Desc_P7910,VO,COC92525,347.8538490229229,EUR,4,R5
2010-11-29,2010-12-13,DE,P7588,Desc_P7588,VO,COC19649,124.8374605460651,USD,5,R1
2011-11-10,2012-01-01,IT,P2127,Desc_P2127,VO,COC56801,201.09941484606503,USD,7,R3
